time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,141,0.0,0.0,0.0,0.044,15.6975,6.0,10,21.0,,0.0,0.0,0.0,0.0,47.952,optimal
2021-02-07 00:30:00,1,141,0.0,0.0,0.0,0.1191,12.5475,6.0,10,20.86316283158117,,0.0,0.0,0.0,0.0,47.904048,optimal
2021-02-07 01:00:00,1,141,0.0,0.0,0.0,0.1725,12.0855,6.0,10,20.73175310395019,,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,141,0.0,0.0,0.0,0.044,11.907,6.0,10,20.60424362279007,,0.0,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,141,0.0,0.0,0.0,0.044,12.5685,6.0,10,20.468553547917644,,0.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,141,0.0,0.0,0.0,0.2476,13.146,6.0,10,20.333537848559743,,0.0,0.0,0.0,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,141,0.0,0.0,0.0,0.044,10.584,6.0,10,20.21272584360984,,0.0,0.0,0.0,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,141,0.0,0.0,0.0,0.044,6.678,6.0,10,20.078149504783177,,0.0,0.0,0.0,0.0,47.61734131535731,optimal
2021-02-07 04:00:00,1,141,0.0,0.0,0.0,0.1545,7.938,6.0,10,19.94423877643821,,0.0,0.0,0.0,0.0,47.56972397404195,optimal
2021-02-07 04:30:00,1,141,2.0,0.0,0.0,0.0765,5.292,6.0,10,19.818547642251712,,7000.0,0.0,0.0,0.0,47.52215425006791,optimal
2021-02-07 05:00:00,1,141,0.0,0.0,0.0,0.0738333333333333,9.261,6.0,10,20.16737450941934,,0.0,0.0,0.0,0.0,47.47463209581784,optimal
2021-02-07 05:30:00,1,141,0.0,0.0,0.0,0.2177666666666667,10.3635,6.0,10,20.03440896494222,,0.0,0.0,0.0,0.0,47.42715746372202,optimal
2021-02-07 06:00:00,1,141,0.0,0.0,0.0,0.0642,8.274,6.0,10,19.912336222167,,0.0,0.0,0.0,0.0,47.379730306258296,optimal
2021-02-07 06:30:00,1,141,0.0,0.0,0.0,0.2300666666666666,7.7175,6.0,10,19.780718803917324,,0.0,0.0,0.0,0.0,47.332350575952034,optimal
2021-02-07 07:00:00,1,141,0.3776676791254867,0.0,0.0,0.052,6.615,6.0,10,19.66090809902988,,1321.8368769392034,0.0,0.0,0.0,47.285018225376085,optimal
2021-02-07 07:30:00,1,141,2.0,0.0,0.0,0.0901333333333333,6.174,6.0,10,19.633085124645856,,7000.0,0.0,0.0,0.0,47.23773320715071,optimal
2021-02-07 08:00:00,1,141,1.5720902375104338,0.0,0.0,0.1109666666666666,3.906,6.0,10,20.0,,3133.6491646198538,0.0,2368.6666666666647,0.0,47.19049547394357,optimal
2021-02-07 08:30:00,1,141,2.0,0.0,0.0,0.2074333333333333,2.3415,6.0,10,20.10538282202904,,7000.0,0.0,0.0,0.0,47.14330497846962,optimal
2021-02-07 09:00:00,1,141,2.0,0.0,0.0,0.2327666666666666,2.205,6.0,10,20.480855068933256,,7000.0,0.0,0.0,0.0,47.09616167349115,optimal
2021-02-07 09:30:00,1,141,2.0,0.0,3.941302486155917,0.4578333333333333,0.882,6.0,10,20.85304728734132,,7000.0,0.0,0.0,0.0,48.92118419274172,optimal
2021-02-07 10:00:00,1,141,2.0,0.0,0.0,1.3666333333333334,1.5435,6.0,10,21.24127926454966,,7000.0,0.0,0.0,0.0,48.87226300854897,optimal
2021-02-07 10:30:00,1,141,2.0,0.0,0.0,0.2694,1.5435,6.0,10,21.63261012278868,,7000.0,0.0,0.0,0.0,48.823390745540415,optimal
2021-02-07 11:00:00,1,141,0.0,0.0,0.0,1.2666,5.0715,6.0,10,22.0,,0.0,0.0,0.0,0.0,48.77456735479488,optimal
2021-02-07 11:30:00,1,141,0.0,0.0,0.0,0.2426333333333333,5.376,6.0,10,21.88713236331849,,0.0,0.0,0.0,0.0,48.72579278744007,optimal
2021-02-07 12:00:00,1,141,1.0754414005363186,0.0,0.0,0.2140666666666666,5.0715,6.0,10,21.75382001968985,,3764.044901877116,0.0,0.0,0.0,48.67706699465263,optimal
2021-02-07 12:30:00,1,141,0.0,0.0,0.0,0.3981,5.5125,6.0,10,21.87655082416406,,0.0,0.0,0.0,0.0,48.62838992765797,optimal
2021-02-07 13:00:00,1,141,0.0,0.0,0.0,0.5074,9.261,6.0,10,21.76859669612749,,0.0,0.0,0.0,0.0,48.57976153773031,optimal
2021-02-07 13:30:00,1,141,0.0,0.0,0.0,0.437,11.7075,6.0,10,21.66217397026601,,0.0,0.0,0.0,0.0,48.53118177619257,optimal
