time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,29,0.0,0.0,0.0,0.065,10.584,6.0,4,21.0,,0.0,0.0,0.0,0.0,47.952,optimal
2021-02-07 00:30:00,1,29,0.0,0.0,0.0,0.065,6.678,6.0,4,20.85039342256368,,0.0,0.0,0.0,0.0,47.904048,optimal
2021-02-07 01:00:00,1,29,0.0,0.0,0.0,0.065,7.938,6.0,4,20.701225248610125,,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,29,1.4398763589418817,0.0,0.0,0.065,5.292,6.0,4,20.55249160370125,,5039.5672562965865,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,29,0.0,0.0,0.0,0.065,9.261,6.0,4,20.573770223294325,,0.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,29,0.0,0.0,0.0,0.065,10.3635,6.0,4,20.42527921513525,,0.0,0.0,0.0,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,29,0.0,0.0,0.0,0.065,8.274,6.0,4,20.27721675149505,,0.0,0.0,0.0,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,29,0.0,0.0,0.0,0.065,7.7175,6.0,4,20.12957904506528,,0.0,0.0,0.0,0.0,47.61734131535731,optimal
2021-02-07 04:00:00,1,29,0.0,0.0,0.0,0.065,6.615,6.0,4,19.98280422240538,,0.0,0.0,0.0,0.0,47.56972397404195,optimal
2021-02-07 04:30:00,1,29,0.0,0.0,0.0,0.065,6.174,6.0,4,19.836884657686905,,0.0,0.0,0.0,0.0,47.52215425006791,optimal
2021-02-07 05:00:00,1,29,2.4285714285714284,0.0,0.0,0.065,3.906,6.0,4,19.69225467287262,,8500.0,0.0,0.0,0.0,47.47463209581784,optimal
2021-02-07 05:30:00,1,29,2.4285714285714284,0.0,0.0,0.065,2.3415,6.0,4,19.83418280425283,,8500.0,0.0,0.0,0.0,47.42715746372202,optimal
2021-02-07 06:00:00,1,29,2.4285714285714284,0.0,0.0,0.072,2.205,6.0,4,19.97485663045181,,8500.0,0.0,0.0,0.0,47.379730306258296,optimal
2021-02-07 06:30:00,1,29,2.4285714285714284,0.0,1.4055777348378222,0.0912999999999999,0.882,6.0,4,20.117357072356057,,8500.0,0.0,0.0,0.0,48.0,optimal
2021-02-07 07:00:00,1,29,2.4285714285714284,0.0,0.0,0.102,1.5435,6.0,4,20.261370424738733,,8500.0,0.0,0.0,0.0,47.818749360692514,optimal
2021-02-07 07:30:00,1,29,2.4285714285714284,0.0,0.0,0.1000666666666666,1.5435,6.0,4,20.404265454174748,,8500.0,0.0,0.0,0.0,47.63767997202434,optimal
2021-02-07 08:00:00,1,29,2.4285714285714284,0.0,0.0,0.073,5.0715,6.0,4,20.54641344617165,,8500.0,0.0,0.0,0.0,47.456791652744826,optimal
2021-02-07 08:30:00,1,29,2.4285714285714284,0.0,0.0,0.073,5.376,6.0,4,20.680256050174748,,8500.0,0.0,0.0,0.0,47.2760842217846,optimal
2021-02-07 09:00:00,1,29,2.4285714285714284,0.0,0.0,0.1793666666666666,5.0715,6.0,4,20.81190895917844,,8500.0,0.0,0.0,0.0,47.09555749825533,optimal
2021-02-07 09:30:00,1,29,2.4285714285714284,0.0,0.0,0.084,5.5125,6.0,4,20.98117655233451,,8500.0,0.0,0.0,0.0,46.9152113014496,optimal
2021-02-07 10:00:00,1,29,0.0,0.0,0.0,0.1874333333333333,9.261,6.0,4,21.146005678385137,,0.0,0.0,0.0,0.0,46.73504545084066,optimal
2021-02-07 10:30:00,1,29,0.0,0.0,0.0,0.073,11.7075,6.0,4,21.070574392660674,,0.0,0.0,0.0,0.0,46.55505976608234,optimal
2021-02-07 11:00:00,1,29,0.0,0.0,0.0,0.1042,12.348,6.0,4,20.99193534957711,,0.0,0.0,0.0,0.0,46.37525406700877,optimal
2021-02-07 11:30:00,1,29,0.0,0.0,0.0,0.1545,12.348,6.0,4,20.96232558685205,,0.0,0.0,0.0,0.0,46.19562817363428,optimal
