time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,73,0.0,0.0,0.0,0.054,5.292,6.0,1,21.0,,0.0,0.0,0.0,0.0,47.952,optimal
2021-02-07 00:30:00,1,73,0.0,0.0,0.0,0.1338,9.261,6.0,1,20.882277881948927,,0.0,0.0,0.0,0.0,47.904047999999996,optimal
2021-02-07 01:00:00,1,73,0.0,0.0,0.0,0.1728,10.3635,6.0,1,20.76894202106177,,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,73,0.0,0.0,0.0,0.0711,8.274,6.0,1,20.657784846758158,,0.0,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,73,0.0,0.0,0.0,0.2355,7.7175,6.0,1,20.54166514850178,,0.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,73,0.0,0.0,0.0,0.054,6.615,6.0,1,20.434803661606722,,0.0,0.0,0.0,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,73,0.0,0.0,0.0,0.2412,6.174,6.0,1,20.318319349993097,,0.0,0.0,0.0,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,73,2.3333333333333335,0.0,0.0,0.0654,3.906,6.0,1,20.211936610818665,,7000.0,0.0,0.0,0.0,47.61734131535731,optimal
2021-02-07 04:00:00,1,73,2.3333333333333335,0.0,0.0,0.16466666666666666,2.3415,6.0,1,20.4697170114622,,7000.0,0.0,0.0,0.0,47.56972397404195,optimal
2021-02-07 04:30:00,1,73,2.3333333333333335,0.0,0.0,0.14193333333333333,2.205,6.0,1,20.730482302223514,,7000.0,0.0,0.0,0.0,47.522154250067906,optimal
2021-02-07 05:00:00,1,73,2.3333333333333335,0.0,1.714481259457488,0.0906,0.882,6.0,1,20.988081971345284,,7000.0,0.0,0.0,0.0,48.289010694060146,optimal
2021-02-07 05:30:00,1,73,2.3333333333333335,0.0,0.0,0.216,1.5435,6.0,1,21.24101531335115,,7000.0,0.0,0.0,0.0,48.240721683366075,optimal
2021-02-07 06:00:00,1,73,2.3333333333333335,0.0,0.0,0.05866666666666666,1.5435,6.0,1,21.49873745930919,,7000.0,0.0,0.0,0.0,48.192480961682705,optimal
2021-02-07 06:30:00,1,73,1.1175179283947714,0.0,0.0,0.18806666666666663,5.0715,6.0,1,21.745893651846917,,3352.553785184314,0.0,0.0,0.0,48.144288480721016,optimal
2021-02-07 07:00:00,1,73,0.0,0.0,0.0,0.20586666666666667,5.376,6.0,1,21.806972984815943,,0.0,0.0,0.0,0.0,48.096144192240295,optimal
2021-02-07 07:30:00,1,73,2.3333333333333335,0.0,0.0,0.08026666666666667,5.0715,6.0,1,21.709962899124825,,7000.0,0.0,0.0,0.0,48.048048048048045,optimal
2021-02-07 08:00:00,1,73,0.5511857245015924,0.0,0.0,0.15653333333333333,5.5125,6.0,1,22.0,,1653.5571735047772,0.0,0.0,0.0,48.0,optimal
2021-02-07 08:30:00,1,73,0.5597731078132707,0.0,0.0,0.4676,9.261,6.0,1,22.0,,1679.3193234398123,0.0,0.0,0.0,47.87964723053076,optimal
2021-02-07 09:00:00,1,73,0.0,0.0,0.0,0.144,11.7075,6.0,1,22.0,,0.0,0.0,0.0,0.0,47.759414813830986,optimal
2021-02-07 09:30:00,1,73,0.0,0.0,0.0,0.08120000000000001,12.348,6.0,1,21.891480022552148,,0.0,0.0,0.0,0.0,47.63930262954791,optimal
2021-02-07 10:00:00,1,73,0.0,0.0,0.0,0.2026,12.348,6.0,1,21.768292381540235,,0.0,0.0,0.0,0.0,47.519310557449124,optimal
2021-02-07 10:30:00,1,73,0.0,0.0,0.0,2.8975666666666666,12.1275,6.0,1,21.65436090531524,,0.0,0.0,0.0,0.0,47.399438477422436,optimal
2021-02-07 11:00:00,1,73,0.0,0.0,0.0,0.1807333333333333,12.5265,6.0,1,21.545915500052466,,0.0,0.0,0.0,0.0,47.279686269475775,optimal
2021-02-07 11:30:00,1,73,0.0,0.0,0.0,0.2409,11.7495,6.0,1,21.42794175055975,,0.0,0.0,0.0,0.0,47.16005381373706,optimal
2021-02-07 12:00:00,1,73,0.0,0.0,0.0,0.24056666666666662,13.23,6.0,1,21.31405895004355,,0.0,0.0,0.0,0.0,47.04054099045408,optimal
2021-02-07 12:30:00,1,73,0.0,0.0,0.0,0.064,14.3325,6.0,1,21.19248091678623,,0.0,0.0,0.0,0.0,46.92114767999439,optimal
2021-02-07 13:00:00,1,73,0.0,0.0,0.0,0.2626,14.994,6.0,1,21.056948048888817,,0.0,0.0,0.0,0.0,46.801873762845155,optimal
2021-02-07 13:30:00,1,73,0.0,0.0,0.0,0.064,14.8155,6.0,1,20.93084199264082,,0.0,0.0,0.0,0.0,46.68271911961307,optimal
2021-02-07 14:00:00,1,73,0.0,0.0,0.0,0.33343333333333336,14.112,6.0,1,20.7954697941872,,0.0,0.0,0.0,0.0,46.56368363102421,optimal
2021-02-07 14:30:00,1,73,0.0,0.0,0.0,0.406,14.007,6.0,1,20.684822341671705,,0.0,0.0,0.0,0.0,46.44476717792395,optimal
2021-02-07 15:00:00,1,73,0.0,0.0,0.0,0.24836666666666668,13.23,6.0,1,20.593247078624852,,0.0,0.0,0.0,0.0,46.325969641276785,optimal
2021-02-07 15:30:00,1,73,0.032353450808980104,0.0,0.0,1.7357333333333331,11.382,6.0,1,20.513521930626624,,97.06035242694031,0.0,0.0,0.0,46.20729090216627,optimal
2021-02-07 16:00:00,1,73,0.0,0.0,0.0,1.7582666666666669,11.7495,6.0,1,20.45645429291738,,0.0,0.0,0.0,0.0,46.08873084179486,optimal
2021-02-07 16:30:00,1,73,0.0,0.0,0.0,1.3063333333333333,24.3285,6.0,1,20.40006690565635,,0.0,0.0,0.0,0.0,45.97028934148383,optimal
2021-02-07 17:00:00,1,73,0.0,0.0,0.0,2.0824333333333334,28.917,6.0,1,20.337880779517306,,0.0,0.0,0.0,0.0,45.851966282673104,optimal
2021-02-07 17:30:00,1,73,0.0,0.0,0.0,3.2788666666666666,31.3635,6.0,1,20.28715762655854,,0.0,0.0,0.0,0.0,45.73376154692119,optimal
2021-02-07 18:00:00,1,73,0.0,0.0,0.0,3.1671666666666667,33.306,6.0,1,20.261238620057128,,0.0,0.0,0.0,0.0,45.615675015905026,optimal
2021-02-07 18:30:00,1,73,0.0,0.0,0.0,2.1170666666666667,31.3425,6.0,1,20.209566547009786,,0.0,0.0,0.0,0.0,45.49770657141988,optimal
2021-02-07 19:00:00,1,73,0.0,0.0,0.0,1.2442,28.2555,6.0,1,20.15270357595558,,0.0,0.0,0.0,0.0,45.379856095379225,optimal
2021-02-07 19:30:00,1,73,0.0,0.0,0.0,0.3361,15.6975,6.0,1,20.099851499564227,,0.0,0.0,0.0,0.0,45.262123469814604,optimal
2021-02-07 20:00:00,1,73,0.0,0.0,0.0,0.3112,12.5475,6.0,1,20.048137398714218,,0.0,0.0,0.0,0.0,45.14450857687555,optimal
2021-02-07 20:30:00,1,73,0.0,0.0,0.0,0.6075333333333333,12.0855,6.0,1,20.0,,0.0,0.0,0.0,0.0,45.09936406829868,optimal
2021-02-07 21:00:00,1,73,0.0,0.0,0.0,0.3846,11.907,6.0,1,19.97219765359827,,0.0,0.0,0.0,0.0,45.05426470423038,optimal
2021-02-07 21:30:00,1,73,0.0,0.0,0.0,0.2763333333333333,12.5685,6.0,1,19.92920705923665,,0.0,0.0,0.0,0.0,45.00921043952615,optimal
2021-02-07 22:00:00,1,73,0.0,0.0,0.0,3.2708666666666666,13.146,6.0,1,19.86303969934732,,0.0,0.0,0.0,0.0,44.964201229086626,optimal
