time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,87,0.0,0.0,0.0,0.066,7.938,6.0,2,21.0,,0.0,0.0,0.0,0.0,47.952,optimal
2021-02-07 00:30:00,1,87,3.571428571428572,0.0,0.0,0.0758666666666666,5.292,6.0,2,20.89033973745443,,7414.333333333333,0.0,5085.666666666667,0.0,47.904048,optimal
2021-02-07 01:00:00,1,87,0.0,0.0,0.0,0.2838666666666666,9.261,6.0,2,20.902365045273463,,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,87,0.0,0.0,0.0,0.066,10.3635,6.0,2,20.79564386005449,,0.0,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,87,0.0,0.0,0.0,0.1597333333333333,8.274,6.0,2,20.68570264101324,,0.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,87,1.8100571241822592,0.0,0.0,0.2,7.7175,6.0,2,20.57766596013344,,6335.199934637907,0.0,0.0,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,87,3.571428571428572,0.0,0.0,0.1597333333333333,6.615,6.0,2,20.57412410083469,,12500.0,0.0,0.0,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,87,3.571428571428572,0.0,0.0,0.1824,6.174,6.0,2,20.670322970555443,,12500.0,0.0,0.0,0.0,47.61734131535731,optimal
2021-02-07 04:00:00,1,87,3.571428571428572,0.0,0.0,0.0836,3.906,6.0,2,20.765993260932937,,12500.0,0.0,0.0,0.0,47.56972397404195,optimal
2021-02-07 04:30:00,1,87,3.571428571428572,0.0,0.0,0.132,2.3415,6.0,2,20.859148311811044,,12500.0,0.0,0.0,0.0,47.52215425006791,optimal
2021-02-07 05:00:00,1,87,3.571428571428572,0.0,0.0,0.2277333333333333,2.205,6.0,2,20.952522862983887,,12500.0,0.0,0.0,0.0,47.47463209581784,optimal
2021-02-07 05:30:00,1,87,3.571428571428572,0.0,1.5097495094715896,0.066,0.882,6.0,2,21.046890996258668,,12500.0,0.0,0.0,0.0,48.144288480721016,optimal
2021-02-07 06:00:00,1,87,3.571428571428572,0.0,0.0,0.2378666666666666,1.5435,6.0,2,21.13802867750928,,12500.0,0.0,0.0,0.0,48.096144192240295,optimal
2021-02-07 06:30:00,1,87,3.571428571428572,0.0,0.0,0.1212,1.5435,6.0,2,21.231420955331945,,12500.0,0.0,0.0,0.0,48.048048048048045,optimal
2021-02-07 07:00:00,1,87,3.571428571428572,0.0,0.0,0.1125333333333333,5.0715,6.0,2,21.323038301511364,,12500.0,0.0,0.0,0.0,48.0,optimal
2021-02-07 07:30:00,1,87,3.571428571428572,0.0,0.0,0.7233333333333334,5.376,6.0,2,21.41820936385388,,12500.0,0.0,0.0,0.0,47.59474625531474,optimal
